date,open,high,low,close,volume
7/31/12,14516.79,14598.1,14511.54,14577,77797048
8/1/12,14587.11,14731.45,14555.92,14716.86,104815280
8/2/12,14725.52,14795.44,14713.8,14730.67,102963640
8/3/12,14730.44,14730.67,14658.45,14676.43,48437408
8/6/12,14679.98,14837.8,14643.66,14673.77,58117968
8/7/12,14673.9,14751.91,14649.65,14672.24,44962040
8/8/12,14679.19,14762,14672.24,14744.14,85199680
8/9/12,14757.37,14814.48,14692.78,14759.59,75362624
8/10/12,14779.24,14793.51,14719.94,14761.49,37629112
8/13/12,14845.11,14937.15,14829.78,14911.97,195084384
8/15/12,14943.99,14998.93,14919.19,14970.92,173780736
8/16/12,14985.48,15040.93,14951.74,15000.08,96743000
8/23/12,15016.49,15101.12,15039.96,15080.55,222195008
8/24/12,15090.41,15161.75,15009.7,15039.18,315106272
8/27/12,15059.72,15184.94,15039.18,15171.66,269258816
8/28/12,15188.25,15304.43,15188.25,15234.48,312490656
8/29/12,15239.93,15255.95,15217.3,15151.31,203644128
8/30/12,15154.64,15292.3,15151.31,15253.71,223722720
8/31/12,15274.55,15421.45,15253.71,12391.58,242063952
9/3/12,15394.31,15481.21,15391.58,15428.49,200619072
9/4/12,15447.68,15465.88,15373.59,15388.13,182971456
9/5/12,15390.3,15467.24,15279.77,15293.39,174197024
9/6/12,15293.39,15418.52,15139.01,15188.53,189084288
9/7/12,15237.84,15310.79,15188.53,15253.95,230102944
9/10/12,15260.44,15323.05,15224.38,15240.19,208112224
9/11/12,15239.3,15288.81,15200.56,15214.02,153578624
9/12/12,15224.93,15309.51,15214.02,15278.48,176332944
9/13/12,15279.28,15341.95,15269.39,15306.51,148852352
9/14/12,15359.73,15456.52,15359.73,15449.6,132844592
9/17/12,15457.19,15537.22,15385.75,15398.68,97940568
9/18/12,15406.97,15526.59,15398.68,15517.19,128678080
9/19/12,15553.33,15616.45,15510.29,15588.66,131865848
9/20/12,15605.64,15630.26,15438.07,15452.64,159264688
9/24/12,15482.42,15514.59,15353.96,15375.52,85780544
9/25/12,15386.21,15444.27,15360.81,15373.46,105354200
9/26/12,15422.77,15432.93,15360.36,15399.42,82670488
9/27/12,15404.8,15448.22,15323.39,15357.59,86628768
9/28/12,15357.59,15535.11,15333.14,15444.82,113940400
10/1/12,15450.75,15570.37,15407.4,15559.94,135801648
10/2/12,15569.29,15725.82,15559.94,15648.29,140793088
10/3/12,15653.98,15747.39,15605.89,15712.21,107651520
10/4/12,15733.18,15815.02,15712.21,15788.96,137588688
10/5/12,15790.61,15844.6,15739.16,15754.39,145848944
10/8/12,15767.57,15652.01,15854.66,15628.99,118935664
10/9/12,15642.92,15708.81,15587.83,15688.24,110962752
10/10/12,15697.48,15830.17,15697.48,15753.82,132835232
10/11/12,15760.45,15917.09,15760.45,15845.3,106902520
10/12/12,15854.2,15981.35,15685.56,15694.21,113123136
10/15/12,15713.98,15787.66,15713.98,15746.9,81892008
10/16/12,15758.72,15795.74,15661.8,15674.3,82838432
10/17/12,15681.3,15697.71,15624.23,15654.62,91253856
10/18/12,15673.24,15753.59,15659.07,15679.19,134890800
10/19/12,15696.29,15818.37,15696.29,15792.75,208918064
10/22/12,15819.41,15879.06,15810.63,15848.63,149119456
10/23/12,15867.4,15937.1,15840.97,15853.84,103330304
10/24/12,15862.13,15908.93,15839.41,15865.53,143647264
10/25/12,15862.17,15869.82,15774.29,15812.72,136018896
10/30/12,15818.83,15829,15779.18,15795.93,84993984
10/31/12,15791.89,15924.96,15791.74,15910.11,135836448
11/1/12,15917.02,16005.32,15910.11,15962.37,189190688
11/2/12,15967.35,16108.1,15967.35,16101.55,191494064
11/5/12,16128.65,16220.52,16128.65,16156.36,142884192
11/6/12,16150.35,16150.35,16036.03,16051.14,129037416
11/7/12,16064.58,16243.86,16064.58,16218.01,158552768
11/8/12,16228.24,16277.07,16146.27,16243.27,152936080
11/12/12,16282.39,16292.45,16197.78,16213.68,149414768
11/13/12,16218.57,16235.85,16109.6,16129.72,156978704
11/14/12,16134.28,16173.97,16082.7,16120.52,143541264
11/15/12,16132.81,16201.89,16120.52,16143.07,236268448
11/16/12,16154.31,16236.73,16143.07,16197.74,165115776
11/19/12,16197.23,16266.61,16181.09,16251.38,245674960
11/20/12,16264.27,16339.22,16241.08,16251.79,330346208
11/21/12,16263.62,16300.22,16199.08,16233.19,205299184
11/22/12,16236.94,16283.04,16222.62,16251,230527376
11/23/12,16258,16302.83,16231.45,16237.59,251522464
11/26/12,16276.74,16310.71,16237.59,16270.48,260199040
11/27/12,16281.34,16375.36,16279.85,16364.77,317827264
11/28/12,16386.01,16504.38,16386.01,16424.03,312740672
11/29/12,16453.42,16556.27,16453.42,16527.08,255983840
11/30/12,16550.57,16651.79,16530.37,16573.86,312258688
12/3/12,16586.56,16633.83,16529.12,16537.98,195592128
12/4/12,16557.02,16676.09,16557.02,16650.15,193049776
12/5/12,16653.42,16699.54,16619.27,16675.7,234131216
12/6/12,16687.04,16844.21,16687.04,16824.55,257727872
12/7/12,16848.12,16903.85,16788.03,16807.91,313427936
12/10/12,16809.85,16888.25,16777.5,16787.54,189105408
12/11/12,16801.21,16848.85,16690.13,16701.69,127047088
12/12/12,16726.59,16811.07,16726.59,16744.6,112793560
12/13/12,16757.74,16816.17,16757.74,16806.58,119206112
12/14/12,16809.06,16875.21,16809.06,16845.09,129486768
12/17/12,16847.77,16913.84,16784.93,16801.02,91588256
12/18/12,16811.23,16912.57,16811.23,16858.68,118645248
12/19/12,16883.55,16913.33,16853.13,16869.83,113952368
12/20/12,16886.18,16916.99,16867.6,16908.02,185426496
12/21/12,16917.02,16967.82,16853.43,16865.34,182017184
12/24/12,16867.94,16904.65,16815.64,16891.94,131993136
12/26/12,16896.12,16962.33,16888.06,16927.34,113199152
12/27/12,16940.16,16957.81,16876.83,16892.32,151903488
12/28/12,16892.88,16953.43,16873.78,16943.19,154458880
12/31/12,16939.53,17031.84,16899.6,16905.33,177671216
1/1/13,16910.3,16935.52,16786.09,16794.87,119677696
1/2/13,16798.55,16809.86,16379.47,16489.99,241220096
1/3/13,16495.49,16602.64,16451.68,16588.54,102481640
1/4/13,16593.66,16701.36,16593.04,16648.84,99582088
1/7/13,16648.2,16648.2,16424.9,16502.65,95840648
1/8/13,16518.17,16655.13,16518.17,16645.76,86787248
1/9/13,16657.09,16746.01,16657.09,16742.22,90990080
1/10/13,16738.88,16738.88,16516.82,16529.92,89148968
1/11/13,16529.37,16684.39,16518.03,16634.71,116172168
1/14/13,16624.46,16645.87,16513.59,16633.18,87944512
1/15/13,16623.26,16633.18,16047.96,16107.89,239425424
1/16/13,16106.6,16225.07,16036.04,16181.47,96064656
1/17/13,16243.93,16435.39,16243.93,16291.09,144957408
1/18/13,16497.65,16617.81,16497.65,16601.77,181723920
1/21/13,16636.04,16682.33,16593.5,16640.81,128251888
1/22/13,16643.43,16908.8,16643.43,16894.09,184130144
1/23/13,16905.36,16949.54,16869.43,16908.67,217690928
1/24/13,16920.84,17067.58,16908.67,17056.36,270777312
1/28/13,17073.48,17124.33,16985.25,17004.99,189497632
1/29/13,17013.63,17180.2,16990.06,17172.04,196813312
1/30/13,17181.33,17253.09,17166.61,17205.27,277634016
1/31/13,17217.56,17274.93,17205.27,17242.74,272763712
2/1/13,17245.68,17280.89,17216.3,17266.23,142383952
2/4/13,17280.17,17312.15,17271.8,17288.07,251751440
2/6/13,17319.26,17439.15,17319.26,17408.52,335619584
2/7/13,17453.65,17486.36,17371.01,17383.32,311408800
2/8/13,17384.55,17499.59,17383.32,17477.94,269366752
2/11/13,17498.17,17593.8,17498.17,17548.54,278248704
2/12/13,17550.2,17658.21,17550.2,17611.4,236324528
2/13/13,17638.28,17737.68,17638.28,17696.45,261955440
2/14/13,17701.79,17777.68,17701.79,17765.82,312528480
2/15/13,17779.45,17854.25,17728.88,17797.22,262746528
2/18/13,17796.95,17914.43,17750.23,17865.61,291611904
2/19/13,17867.05,17941.73,17786.83,17817.71,266242064
2/20/13,17835.07,17989.93,17835.07,17947.07,267274064
2/21/13,17976.43,17993.39,17891.96,17921.02,349532608
2/22/13,17930.67,18085.54,17896.66,18074.27,369041504
2/25/13,18112.37,18175.81,17964.04,18020.5,322298048
2/26/13,18038.24,18041.47,17819.09,17894.89,312851968
2/27/13,17908.47,18087.87,17876.56,18080.9,269537504
2/28/13,18089.42,18217.83,18089.42,18173.67,318312864
3/1/13,18199.35,18312.65,18160.16,18185.19,399159040
3/4/13,18192.63,18210.19,18097.02,18126.77,194299392
3/5/13,18124.47,18200.03,17993.18,18053.32,225430704
3/6/13,18076.16,18171.4,17953.08,18000.45,341371936
3/7/13,18020.42,18120.85,17957.54,17992.91,184607936
3/8/13,17995.73,18041.86,17894.39,17964.18,234963584
3/11/13,17983.89,18059.09,17491.63,17522.56,234655920
3/12/13,17579.45,17886.29,17550.09,17872.85,211067504
3/13/13,17901.15,17912.89,17716.38,17760.44,180011936
3/14/13,17777.55,17831.53,17725.23,17740.69,128023376
3/15/13,17731.09,17755.56,17627.65,17664.83,114613600
3/18/13,17634.48,17664.83,17388.37,17492,104379296
3/19/13,17493.88,17703.16,17493.88,17693.37,162502096
3/20/13,17708.04,17773.05,17671.64,17753.97,265881984
3/21/13,17778.96,17957.09,17778.96,17913.62,192055344
3/22/13,17909.09,17976.31,17893.24,17963.11,161247200
3/25/13,18001.29,18071.3,17917.34,17961.91,153669824
3/26/13,17971.47,17981.5,17846.52,17872.15,149579440
3/27/13,17918.83,18003.43,17893.22,17897.9,148069472
3/28/13,17934.14,17978.5,17920.25,17947.76,100549984
3/29/13,17959.44,18056.65,17959.44,18043.31,204391424
4/1/13,18061.75,18327.11,18061.75,18272.11,171013472
4/2/13,18332.59,18434.04,18332.59,18345.74,225214512
4/3/13,18381.62,18590.25,18381.62,18575.88,203382224
4/4/13,18592.83,18652.13,18545.89,18613.44,245671232
4/5/13,18644.93,18717.89,18589.07,18636.03,206872224
4/8/13,18644.09,18731.68,18638.8,18653.06,123579840
4/9/13,18683.77,18732.94,18683.77,18713.61,128314112
4/10/13,18737.57,18791.22,18710.91,18723.35,151465712
4/11/13,18752.67,18789.73,18696.12,18764.55,125168200
4/12/13,18772.51,18780.25,18652.72,18714.28,180488208
4/15/13,18727.92,18751.25,18500.72,18524.5,152701744
4/16/13,18487.46,18565.2,18333.19,18361.87,184366544
4/17/13,18378.19,18465.12,18207.38,18394.12,174416528
4/18/13,18401.73,18649.87,18382.29,18614.36,147440864
4/19/13,18618.46,18779.74,18609.87,18631.21,159346160
4/22/13,18654.98,18697.43,18526.95,18605.55,133709424
4/23/13,18630.89,18710.55,18588.52,18647.29,171871792
4/24/13,18671.37,18798.05,18671.37,18779.66,219875376
4/25/13,18792.29,18928.87,18792.29,18885.6,213576416
4/26/13,18907.53,18986.03,18885.61,18917.71,206021216
4/29/13,18926.64,18926.64,18790.82,18822.85,157128464
4/30/13,18824.89,19005.46,18824.89,18982.42,195003648
5/2/13,19003.14,19102.09,19003.14,19034.53,147361360
5/3/13,19033.78,19240.69,19026.97,19226.63,136246544
5/6/13,19260.59,19444.68,19222.57,19256.7,99487296
5/7/13,19272.49,19298.65,19168.88,19262.74,173304080
5/8/13,19281.2,19515.94,19281.2,19472.55,252124464
5/9/13,19490.37,19736.25,19490.37,19661.46,233698096
5/10/13,19772.03,19944.83,19772.03,19916.27,142595552
5/13/13,20135.29,20309.36,20135.29,20244.82,280274464
5/14/13,20251.19,20504.65,20251.19,20474.62,218246064
5/15/13,20613.17,20647.61,20347.89,20566.69,247481984
5/16/13,20653.97,20744.53,20390.8,20416.6,153269568
5/17/13,20417.54,20619,20417.54,20537.03,372302752
5/20/13,20602.42,20835.29,20602.42,20814.14,183721632
5/21/13,20913.55,21198.59,20913.55,21168,314189600
5/22/13,21179.67,21484.06,21179.67,21458.9,572439936
5/23/13,21596.16,21621.85,21300.88,21342.65,472973856
5/24/13,21345.41,21421.01,21270.24,21283.77,361227776
5/27/13,21297.64,21301.02,20917.04,20958.86,234847216
5/28/13,20970.6,21516.14,20970.6,21501.72,305007584
5/29/13,21505.35,21712.44,21418.28,21441.12,484563008
5/30/13,21462.94,21682.17,21441.12,21590.66,637522176
5/31/13,21601.8,21844.53,21601.8,21823.05,646604288
6/3/13,21824.91,22156.49,21778.97,22080.85,572607808
6/4/13,22156.1,22324.04,22156.1,22274.51,544150144
6/5/13,22285.6,22422.46,22017.29,22092.42,664676544
6/6/13,22167.76,22337.59,21981.81,22276.7,462640512
6/7/13,22369.29,22587.53,22276.7,22358.96,340240832
6/10/13,22362.4,22450.13,22099.96,22150.74,277036928
6/11/13,22158.44,22297.3,22150.74,22209.07,268309952
6/12/13,22203.55,22490.53,22203.55,22324.57,352443360
6/13/13,22397.51,22833.2,22397.51,22757.72,470936000
6/14/13,22798.45,22881.55,22515.39,22541.64,488489568
6/17/13,22585.96,22606.58,22188.71,22216.46,377777024
6/18/13,22235.18,22320.46,21846.22,21919.62,346552960
6/19/13,22065.72,22246.97,21919.62,22135.72,306287456
6/20/13,22139.52,22312.46,21960.86,22015.04,302131168
6/21/13,22008.7,22015.04,21681.86,21702.07,276686976
6/24/13,21786.75,21835.72,20999.34,21048.08,323120256
6/25/13,20987.17,21266.01,20897.84,21110.34,211827056
6/26/13,21172.93,21330.27,20940.22,21002.57,203247504
6/27/13,21043.86,21211.61,20959.64,21015.34,146740976
6/28/13,21054.06,21171.47,20854.42,21005.69,151534864
7/1/13,21036.41,21381.9,20942.34,21363.16,154895392
7/2/13,21400.75,21724.53,21400.75,21644.17,245275536
7/3/13,21646.04,21828.53,21636.07,21802.86,238718352
7/4/13,21857.59,22110.42,21857.59,21966.96,318416192
7/5/13,22027.7,22242.23,22027.7,22178.34,355653504
7/8/13,22235.62,22397.52,22235.62,22365.72,325649952
7/9/13,22375.13,22757.93,22375.13,22721.22,351214496
7/10/13,22804.09,23074.85,22648.15,22984.94,338604032
7/11/13,23016.69,23050.26,22713.32,22747.13,174250288
7/12/13,22776.15,23073.98,22776.15,23037.32,125403104
7/15/13,23133.04,23388.68,23133.04,23172.35,205986864
7/16/13,23225.09,23264.03,23099.3,23160.89,223186224
7/17/13,23159.41,23320.35,22928.81,22994.72,232021840
7/18/13,23017.76,23156.75,22897.73,23114.97,182311984
7/19/13,23136.88,23464.11,23136.88,23428.93,238330288
7/22/13,23545.68,23763.24,23545.68,23657.81,326673824
7/23/13,23686.39,23717.31,23573.04,23683.27,333012128
7/24/13,23709.8,23946,23709.8,23776.22,303683104
7/25/13,23838.48,23870.61,23549.61,23573.68,305108320
7/26/13,23607.32,23702.26,23456.6,23497.07,241030304
7/29/13,23523.11,23577.31,23288.01,23315.15,249211072
7/30/13,23345.18,23467.09,23128.31,23284.81,202237856
7/31/13,23369.37,23398.64,23210.78,23312.77,141252352
8/1/13,23335.79,23399.37,23010.59,23091.86,199419152
8/5/13,23102.16,23123.68,22301.83,22701.3,232340016
8/6/13,22715.83,22969.15,22547.51,22621.93,136374960
8/7/13,22649.46,23275.55,22591.06,23237.19,175217408
8/12/13,23315.36,23470.22,23193.72,23437.99,249524608
8/13/13,23464.24,23658.24,23464.24,23613.2,299059264
8/15/13,23619.17,23748.5,23619.17,23687.89,180931168
8/16/13,23676.19,23820.37,23623.41,23673.3,152536288
8/19/13,23687.79,23702.87,23439.81,23600.23,155883744
8/20/13,23603.41,23808.18,23442.27,23487.23,182675152
8/21/13,23489.38,23489.38,22977.76,23015.27,252124288
8/22/13,23048.34,23099.67,22540.56,22714.32,217488448
8/23/13,22722.02,22937.12,22583.26,22714.68,171620288
8/26/13,22825.37,23134.38,22825.37,22922.24,202281792
8/27/13,23016.81,23062.53,22478.94,22523.71,187593376
8/28/13,22481.11,22523.71,21929.15,22236.33,265077856
8/29/13,22258.5,22350.89,22050.76,22214.73,177411728
8/30/13,22216.02,22346.62,21989.27,22160.85,185353680
9/2/13,22130.87,22130.87,21678.74,21724.68,180153568
9/3/13,21698.48,22082.81,21634.83,21808.48,169475104
9/4/13,21856.38,21964.66,21769.96,21875.83,90788240
9/5/13,21964.12,22503.89,21964.12,22451.46,218436336
9/6/13,22491.18,22839.88,22491.18,22765.87,254314272
9/9/13,22768.84,22997.94,22768.84,22838.84,212333408
9/10/13,22901.69,23092.21,22901.69,22992.17,265039616
9/11/13,23030.35,23261.63,23030.35,23231.68,269733248
9/12/13,23243.68,23380.03,23167.36,23222.21,255955152
9/13/13,23223.68,23268.04,23139.13,23168.04,191672624
9/16/13,23175.56,23323.72,23083.24,23242.68,242848672
9/17/13,23279.42,23380.36,23012.67,23066.5,223974624
9/18/13,23067.05,23110.52,22816.48,22930.06,222268224
9/19/13,22978.66,23503.24,22978.66,23456.98,253907392
9/20/13,23471.78,23663.2,23406.99,23595.61,275672640
9/23/13,23585.26,23681.13,23516.08,23639.97,150536192
9/24/13,23680.39,23727.49,23027.04,23088.49,235880736
9/25/13,23103.92,23219.35,22794.65,23060.9,172656784
9/26/13,23106.97,23136.01,22513.05,22780.82,193764064
9/27/13,22858.3,22929.65,22316.73,22387.31,163331472
9/30/13,22149.16,22149.16,21669.63,21832.68,208250544
10/1/13,21782.03,22019.22,21497.19,21980.42,197252768
10/2/13,21985.83,22290.18,21985.83,22189.67,133669696
10/3/13,22190.49,22294.73,22086.31,22152.35,102216000
10/4/13,22166.85,22331.51,22064.71,22085.96,105307192
10/7/13,22092.18,22104.37,21842.51,21864.85,84099672
10/8/13,21874.38,22095.08,21846.37,22080.47,93783448
10/9/13,22094.79,22150.49,21632.32,21657.22,139865808
10/10/13,21653.31,21734.82,21476.32,21674.98,98211800
10/11/13,21711.66,21944.85,21711.66,21775.39,92542096
10/14/13,21796.77,21815.4,21596.11,21599.78,61977020
10/21/13,21615.68,21979.76,21615.68,21754.95,136490432
10/22/13,21762.9,22283.7,21762.9,22230.43,167244656
10/23/13,22383.98,22539.36,22383.98,22347.29,148653776
10/24/13,22364.46,22472.51,22274.6,22360.85,92376888
10/25/13,22357.08,22578.96,22321.04,22445.59,121357040
10/28/13,22477.55,22601.07,22281.12,22353.2,158605696
10/29/13,22360.33,22461.05,22240.98,22276.65,80123120
10/30/13,22287.1,22400.29,22273.06,22310.59,91667112
10/31/13,22319.58,22820.16,22232,22775.85,119790728
11/1/13,22774.71,23013.55,22602.87,22649.09,125103512
11/4/13,22481.53,22649.09,22199.72,22377.83,91419728
11/5/13,22412.19,22833.92,22412.19,22790.7,87726512
11/6/13,22802.58,23221.1,22802.58,23165.21,165650688
11/7/13,23224.92,23351.73,23224.92,23220.21,147270896
11/8/13,23208.79,23392.11,23152.99,23367.15,137906304
11/11/13,23371.83,23588.52,23364.37,23381.08,205244768
11/12/13,23385.03,23530.76,23274.2,23302.46,163626784
11/13/13,23320.57,23419.77,23146.83,23287.06,114057264
11/18/13,23312.67,23675.31,23312.67,23611.24,167494672
11/19/13,23628.07,23880.08,23628.07,23819.43,209061456
11/20/13,23857.42,24007.12,23764.68,23800.97,245399568
11/21/13,23813.63,23914.56,23731.91,23784.18,144347584
11/22/13,23809.55,23874.94,23702.79,23847.57,123507320
11/25/13,23908.48,24090.17,23908.48,23978.29,141096512
11/26/13,23997.36,23998.34,23745.41,23798.7,129263728
11/27/13,23784.98,23849.01,23683.53,23768.35,98506432
11/28/13,23817.88,24204.48,23817.88,24180.49,153895744
11/29/13,24195.75,24338.89,24177.92,24302.19,144409504
12/2/13,24337.76,24461.79,24337.76,24401.57,156607216
12/3/13,24455.56,24618.69,24455.56,24588.47,185218208
12/4/13,24616.55,24750.82,24427.26,24445.38,200109216
12/5/13,24453.02,24866.08,24453.02,24800.69,188497312
12/6/13,24855.34,25007.73,24855.34,24870.55,241171136
12/9/13,24875.26,25125.81,24875.26,24998.89,151465584
12/10/13,25070.49,25103.68,24852.47,24878.68,177532864
12/11/13,24912.21,25020.17,24912.21,24972.9,179832064
12/12/13,25033.99,25103.59,24917.52,25072,207712576
12/13/13,25088.49,25285.62,25088.49,25256.69,339284160
12/16/13,25301.95,25407.48,25301.95,25298.32,278110976
12/17/13,25313.5,25400.55,25192.43,25350.2,259177456
12/18/13,25393.57,25552.04,25393.57,25524.46,274146560
12/19/13,25530.75,25711.46,25399.45,25472.64,255158464
12/20/13,25474.75,25640.52,25392.89,25579.33,273254304
12/23/13,25596.58,25631.74,25340.04,25417.63,195487136
12/24/13,25431.4,25469.78,25182.92,25366.69,146610016
12/26/13,25399.98,25497.8,25348.44,25370.03,191970208
12/27/13,25375.03,25415.07,25227.85,25258.05,199212896
12/30/13,25270.02,25378.96,25194.62,25283.96,194459408
12/31/13,25299.97,25319.58,25218.97,25261.14,160633280
1/1/14,25273.11,25628.41,25273.11,25608.85,341090848
1/2/14,25615.12,25978.71,25615.12,25962.18,387231040
1/3/14,25968.76,26136.28,25968.76,26046.71,277988032
1/6/14,26077.94,26299.69,26077.94,26169.83,2825163520
1/7/14,26181.97,26289.33,26051.19,26259.57,336366880
1/8/14,26280.68,26428.15,26280.68,26341.08,321177408
1/9/14,26365.4,26566.73,26306.01,26373.24,427419840
1/10/14,26374.06,26519.59,26270.32,26488.32,229878496
1/13/14,26512.19,26632.9,26512.19,26590.69,193222336
1/15/14,26627.07,26876.71,26627.07,26761.78,306631008
1/16/14,26806.26,26900.65,26629.84,26730.24,348056704
1/17/14,26810.04,26973.11,26810.04,26913.85,336136128
1/20/14,26928.07,27069.59,26835.95,27000.95,266599984
1/21/14,27012.55,27180.72,27012.55,27104.7,261967184
1/22/14,27118.96,27213.21,26948.78,27015.12,383011584
1/23/14,27027.86,27204.55,26997.86,27064.34,399931936
1/24/14,27077.99,27097.1,26868.04,27002.89,239847360
1/27/14,27004.45,27051.49,26586.17,26670.6,230025888
1/28/14,26672.65,26796.22,26635.36,26653.73,303326624
1/29/14,26654.39,26722.11,26476.24,26595.63,273220896
1/30/14,26596.93,26674.92,26521.88,26607.64,344285472
1/31/14,26607.84,26853.62,26607.84,26784.34,346571712
2/3/14,26789.16,27015.16,26789.16,26946.1,292124736
2/4/14,26948.18,26948.18,26677.61,26751.45,300156384
2/6/14,26777.14,26906.69,26756.5,26862.51,254210400
2/7/14,26879.9,26925.64,26640.44,26681.78,287640384
2/10/14,26720.05,26741.56,26073.85,26255.21,287513344
2/11/14,26274.72,26372.56,26108.74,26240.41,222959648
2/12/14,26239.73,26708.3,26239.73,26677.27,284366752
2/13/14,26683.59,26860.83,26510.67,26541.26,276139648
2/14/14,26562.69,26618.17,26371.69,26394.13,202546976
2/17/14,26393.16,26399.7,25929.65,26003.89,174168848
2/18/14,25976.64,26067.59,25572.98,25884.38,225055984
2/19/14,25891.09,25991.51,25667.81,25686.93,185762768
2/20/14,25689.36,25719.69,25442.66,25506.8,196928016
2/21/14,25507.71,25715.68,25385.15,25603.35,232750976
2/24/14,25625.12,25895.88,25625.12,25773.81,283428352
2/25/14,25780.57,25804.17,25528.52,25559.61,226662016
2/26/14,25557.5,25652.41,25490.62,25500.5,176004752
2/27/14,25523.28,25615.25,25384.93,25478.93,165085056
2/28/14,25489.96,25880.55,25477.36,25783.28,234880704
3/3/14,25922.21,26044.81,25804.56,25853.54,241037920
3/4/14,25832.94,26223.44,25772.78,26209.38,287169728
3/5/14,26188.47,26539.31,26186.51,26521.99,263506384
3/6/14,26525.24,26883.54,26525.24,26842.53,263073792
3/7/14,26854.81,26979.01,26800.78,26892.23,203346496
3/10/14,26894.02,27220.51,26834.55,27176.26,244684032
3/11/14,27177.72,27354.07,27177.72,27309.02,305073760
3/12/14,27354.04,27427.04,27080.47,27115.2,313298944
3/13/14,27143.94,27198.78,27040.99,27083.12,284273472
3/14/14,27098.17,27199.12,27064.7,27124.47,267147824
3/17/14,27133.96,27316.53,27133.96,27229.1,209743872
3/18/14,27235.99,27373.02,27235.99,27246.97,165802240
3/19/14,27261.83,27365.85,27199.44,27258.68,232433632
3/20/14,27264.57,27366.71,27045.58,27148.52,176415968
3/21/14,27164.42,27210,26682.79,26765.49,159929536
3/24/14,26703.35,26703.35,26378.36,26391.41,108770440
3/25/14,26426.57,26693,26426.57,26670.14,111998120
3/26/14,26714.23,26855,26714.33,26821.92,123438336
3/27/14,26864.36,27216.12,26864.36,27165.49,254991344
3/28/14,27225.33,27300.03,27088.39,27116.13,170778048
3/31/14,27155.41,27252.67,27062.83,27159.91,88881400
4/1/14,27203.54,27595.64,27203.54,27565.5,220148800
4/2/14,27666.55,27961.35,27666.55,27932.02,249868784
4/3/14,28021.6,28386.11,28021.6,28336.36,449071168
4/4/14,28385.81,28481.48,28289.4,28408.03,402954976
4/7/14,28459.06,28625.64,28361.75,28578.96,255741808
4/8/14,28583.82,28817.28,28574.79,28653.37,334274912
4/9/14,28642.15,28961.02,28573.65,28941.01,309475296
4/10/14,28979.75,29276.24,28979.75,29250.54,350367456
4/11/14,29295.29,29491.62,29066.07,29249.44,309799744
4/14/14,29294.16,29376.37,29048.75,29094.12,295572992
4/15/14,29114.74,29177.15,28854.78,29095.77,386665728
4/16/14,29099.63,29474.77,29099.63,29458.15,391632288
4/17/14,29538.68,29672.26,29066.08,29350.34,496323136
4/18/14,29429.12,29578.33,29018.27,29069.93,269540096
4/21/14,29098.83,29121.96,28813.82,28878.77,162953344
4/22/14,28936.75,29239.59,28936.75,29191.84,191485408
4/23/14,29239.62,29350.21,28592.09,28717.19,277102656
4/24/14,28757.44,28905.71,28633.42,28786.74,216773744
4/25/14,28817.03,28872.89,28660.86,28850.08,198702448
4/28/14,28898.21,28926.95,28679.16,28691.62,181404256
4/29/14,28731.41,28735.47,28288.34,28436.59,175391872
4/30/14,28449.14,28939.9,28449.14,28912.98,251028896
5/2/14,28917.74,29157.39,28866.01,28921.13,190054496
5/5/14,28926.7,28958.28,28520.48,28629.63,182017536
5/6/14,28634.04,28654.23,28339.24,28383.2,134720448
5/7/14,28383.3,28510.8,28297.91,28330.03,134129376
5/8/14,28332.44,28530.44,28286.24,28511.02,132849904
5/9/14,28550.87,28670.38,28438.58,28494.54,119495232
5/12/14,28545.23,28628.88,28324.56,28343.88,88069408
5/13/14,28361.47,28486.71,28306.55,28411.49,121326392
5/14/14,28441.94,28653.95,28441.94,28528.19,108942544
5/15/14,28546.25,28944.07,28546.25,28843.02,213744512
5/16/14,28926.43,29032.6,28926.43,28883.33,132574752
5/19/14,28902.41,28968.81,28842.81,28951.38,111529712
5/20/14,28965.09,29031.37,28793.15,28842.92,134443184
5/21/14,28848.94,28967.53,28738.04,28760.12,225984432
5/22/14,28769.26,28928.25,28716.64,28741.55,145666624
5/26/14,28776.84,29040.9,28755.14,29020.48,110893560
5/27/14,29024.96,29175.69,29015.97,29048.21,163762432
5/28/14,29057.99,29142.79,28963.33,28987.32,220121792
5/29/14,29032.24,29602.61,29032.24,29543.58,351338976
5/30/14,29632.38,29855.24,29632.38,29737.69,330814848
6/2/14,29732.79,29925.61,29574.38,29789.85,270342496
6/3/14,29808.44,29940.36,29003.05,29504.98,319976576
6/4/14,29524.93,29649.25,29328.29,29452.23,259936016
6/5/14,29486.75,29695.88,29332.79,29417.2,280344352
6/6/14,29429.27,29720.55,29429.27,29509.11,208294112
6/9/14,29559.3,29689.83,29442.72,29472.52,132973504
6/10/14,29511.44,29641.21,29432.41,29540.72,232402576
6/11/14,29573.83,29842.52,29573.83,29783.3,289799008
6/12/14,29784.58,29859.86,29718.06,29766.38,212347696
6/13/14,29775.35,29845.86,29713.68,29730.86,210596864
6/16/14,29733.69,29780.79,29626.57,29651.04,129590032
6/17/14,29666.18,29787.99,29296.46,29324.6,153540400
6/18/14,29430.77,29480.25,29140.48,29157.98,171587248
6/19/14,29159.17,29213.11,28553.91,28674.37,193348896
6/20/14,28667.65,28841.39,28623.99,28691.84,113733880
6/23/14,28650.47,29008.04,28518.45,28999.03,133822560
